,Artist,Scrape_Date,Search_Name,Joined,Subscribers,Total_Views,Published,Title,Category,Duration,Views,Likes,Dislikes,Paid,Family_Friendly,URL
78,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-11-18 00:00:00.000000,ASMR Big Sister Comforting Roleplay (Soft Speaking) | ASMR Glow,People & Blogs,21.233333333333334,394665,10671,182,False,True,https://www.youtube.com/watch?v=lCtN7kg9zF0
79,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-11-15 00:00:00.000000,"ASMR Personal Attention: Face Touching with Gloves + Tweezers (Gloves sounds, tweezers sounds...)",People & Blogs,20.083333333333332,492914,8769,189,False,True,https://www.youtube.com/watch?v=5TIEzpYTHbU
80,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-11-12 00:00:00.000000,ASMR Face Brushing (With Brushing Sounds!! + Breathing sounds),People & Blogs,23.383333333333333,478434,8946,180,False,True,https://www.youtube.com/watch?v=VUGl3uzD6ZE
81,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-11-04 00:00:00.000000,"ASMR Pennywise Kidnaps You! (Layered Sounds, Inaudible Whispering, Cotton sounds...)",People & Blogs,15.566666666666666,1136981,31104,1579,False,True,https://www.youtube.com/watch?v=PO_LL2YBh7U
82,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-10-28 00:00:00.000000,ASMR Talking With You 👻,People & Blogs,25.516666666666666,331524,6103,174,False,True,https://www.youtube.com/watch?v=cDLI8V8JKQ8
83,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-10-24 00:00:00.000000,ASMR French! Je vous apprends l'Anglais!,People & Blogs,35.88333333333333,1213320,22862,654,False,True,https://www.youtube.com/watch?v=vmYrIoXv9-U
84,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-10-21 00:00:00.000000,ASMR Lid Sounds,People & Blogs,20.466666666666665,372186,7156,225,False,True,https://www.youtube.com/watch?v=TffaStvfcAw
85,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-10-14 00:00:00.000000,"ASMR Trigger Words (Sleepy, Relax, Tingles, Glow, Stipple…+)",People & Blogs,38.85,1051752,12954,540,False,True,https://www.youtube.com/watch?v=-HnS1y1oWME
86,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-10-07 00:00:00.000000,"ASMR Haircut Role Play (Scalp Massage, Shaving, Hair Brushing, Hair Inspection, Shampoo...)",People & Blogs,31.55,757067,9371,224,False,True,https://www.youtube.com/watch?v=05CX4gblHaE
87,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-10-04 00:00:00.000000,"ASMR Intense Layered Sounds + Closeup Hands movements (Face touching, Scalp massage, Mic Brushing",People & Blogs,30.733333333333334,496464,7810,203,False,True,https://www.youtube.com/watch?v=NggU4gXFGu4
88,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-09-27 00:00:00.000000,"ASMR Doing Gibi ASMR's Makeup (Face brushing, Tapping, Makeup Application...)",People & Blogs,32.1,919799,15514,365,False,True,https://www.youtube.com/watch?v=CT4pZwlSP8o
89,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-09-15 00:00:00.000000,"ASMR Game of Thrones RP - Treating your wounds! (Face massage, Face Touching, Scalp inspection..)",People & Blogs,31.566666666666666,430790,7281,177,False,True,https://www.youtube.com/watch?v=y-v4pWerH6c
90,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-08-20 00:00:00.000000,ASMR Letter to my 18yo self and to my SUBSCRIBERS!,People & Blogs,9.35,144773,4653,81,False,True,https://www.youtube.com/watch?v=OftlPQSEpUY
91,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-08-19 00:00:00.000000,"ASMR Whispered Nail Tapping with TASCAM (+ Mouth Sounds, Scratching, Plastic Cup, Crackling Sounds)",People & Blogs,21.2,449291,7607,184,False,True,https://www.youtube.com/watch?v=73mYuaqn2FI
92,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-08-14 00:00:00.000000,"ASMR Glowy Makeup Tutorial (Tapping, Face Brushing, Cream...)",People & Blogs,54.916666666666664,703461,10920,449,False,True,https://www.youtube.com/watch?v=4eu3mZeSAhU
93,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-07-14 00:00:00.000000,"ASMR 3DIO TEST (Ear brushing, Ear tapping, Finger Flutter, Ear cupping, Ear touching..)| ASMR Glow",People & Blogs,32.016666666666666,1111858,14921,412,False,True,https://www.youtube.com/watch?v=Z6R9gQogAJ4
94,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-06-22 00:00:00.000000,ASMR Glow 200K Livestream,People & Blogs,47.333333333333336,167600,3714,98,False,True,https://www.youtube.com/watch?v=jtMdwXTLmPk
95,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-06-08 00:00:00.000000,"ASMR Thursday Bedtime Fairytale: Peter Pan | Part 3 (Soft Spoken, Page Turning, Paper Sounds..)",People & Blogs,51.18333333333333,118045,2376,90,False,True,https://www.youtube.com/watch?v=WQzNCrIHygo
96,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-06-05 00:00:00.000000,"ASMR Intense Relaxation | Layered Sounds & Hands movements (Face touching, Scalp massage, Crinkling)",People & Blogs,32.13333333333333,1028435,11436,427,False,True,https://www.youtube.com/watch?v=xoZiZlEu0-A
97,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-05-30 00:00:00.000000,ASMR Teaching You French | Part 2 (+ some hand movements),People & Blogs,32.75,610657,8708,320,False,True,https://www.youtube.com/watch?v=rlaobxIugtM
98,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-05-25 00:00:00.000000,"ASMR Thursday Fairy Tale: Peter Pan (Soft Spoken, Page Turning, Paper Sounds..)",People & Blogs,37.083333333333336,98371,2358,76,False,True,https://www.youtube.com/watch?v=oXrQPW8tDNE
100,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-05-22 00:00:00.000000,"ASMR Mouth Sounds (+ Tk, Sk, Tongue clicking, Kissing sounds, Breathing, Face Touching..)",People & Blogs,29.366666666666667,988594,11314,558,False,True,https://www.youtube.com/watch?v=69MhOz6wnP4
99,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-05-22 00:00:00.000000,"ASMR Mouth Sounds (+ Tk, Sk, Tongue clicking, Kissing sounds, Breathing, Face Touching..)",People & Blogs,29.366666666666667,988594,11314,558,False,True,https://www.youtube.com/watch?v=69MhOz6wnP4
101,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-05-18 00:00:00.000000,"ASMR 2H Bedtime Fairy Tale: Peter Pan (Soft Spoken, Page Turning, Paper Sounds..)",People & Blogs,126.15,628623,10001,433,False,True,https://www.youtube.com/watch?v=IMwwBwi43qM
102,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-05-03 00:00:00.000000,"ASMR 10 Personal Attention Triggers (Scalp Massage, Face Massage, Stipple, Hair Brushing..)",People & Blogs,46.81666666666667,1201240,14786,488,False,True,https://www.youtube.com/watch?v=GRYHQHMFgp8
103,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-04-26 00:00:00.000000,ASMR 40min Talking With You!,People & Blogs,40.983333333333334,978855,11804,442,False,True,https://www.youtube.com/watch?v=LvtTMV-b4MY
104,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-04-19 00:00:00.000000,"ASMR Spa (Scalp Massage, Face Massage, Personal Attention, Lotion, Gloves, Cottons, Tapping..)",People & Blogs,41.9,2504075,27973,917,False,True,https://www.youtube.com/watch?v=OOkiD7noeV8
105,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-04-14 00:00:00.000000,Vlog: Spring Break | ASMR Glow,People & Blogs,11.783333333333333,225880,4664,358,False,True,https://www.youtube.com/watch?v=YEnioHPqQRE
106,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-04-10 00:00:00.000000,ASMR Mic Brushing + Giveaway (Closed),People & Blogs,23.8,267040,5314,105,False,True,https://www.youtube.com/watch?v=i4oXdljfhO0
107,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-03-30 00:00:00.000000,"ASMR Personal Attention Roleplay: Face Massage, Cream Sounds, Tweezing, Cottons",People & Blogs,27.533333333333335,590888,8283,180,False,True,https://www.youtube.com/watch?v=7xELudftMlw
108,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-03-23 00:00:00.000000,ASMR Teaching You French! (+ some hand movements + countdown),People & Blogs,32.583333333333336,1011100,14932,455,False,True,https://www.youtube.com/watch?v=8lN0DWVHbDA
109,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-03-20 00:00:00.000000,"ASMR Lily Whispers ASMR’s Favorite Triggers (Mouth sounds, face brushing, hair brushing, lids...+)",People & Blogs,39.233333333333334,728570,11678,429,False,True,https://www.youtube.com/watch?v=rz9ZEZYphMI
110,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-03-15 00:00:00.000000,ASMR 1 Hour Tapping | No Talking,People & Blogs,57.75,1961545,23478,1122,False,True,https://www.youtube.com/watch?v=9h94cOlXFRc
111,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-03-05 00:00:00.000000,ASMR Whispered Ramble + Shoutouts,People & Blogs,29.3,202008,4179,107,False,True,https://www.youtube.com/watch?v=4vDwzCsqUXc
112,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-02-25 00:00:00.000000,"ASMR Cranial Nerve Exam (Glove sounds, Personal attention, Face Touching, Cottons...)",People & Blogs,22.116666666666667,1433448,17280,467,False,True,https://www.youtube.com/watch?v=9YfpnGFBA7M
113,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-02-18 00:00:00.000000,"ASMR Doing Your Makeup (Personal attention, Cottons, Cream sounds, Face Brushing, Face Touching...)",People & Blogs,47.333333333333336,1827261,20328,696,False,True,https://www.youtube.com/watch?v=hLCtfgjtIBQ
114,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-02-12 00:00:00.000000,"ASMR Fixing You Part 2 Whispered Roleplay (Gloves sounds, Face Brushing, Scratching sounds and +)",People & Blogs,46.7,1566960,16023,602,False,True,https://www.youtube.com/watch?v=wtSYFiAP3FE
115,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-02-04 00:00:00.000000,100K CELEBRATION!!!,People & Blogs,0.43333333333333335,45296,1240,28,False,True,https://www.youtube.com/watch?v=oxbAmoXlhYM
116,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-01-26 00:00:00.000000,ASMR Scalp Massage,People & Blogs,37.88333333333333,2559945,22369,982,False,True,https://www.youtube.com/watch?v=oUwP4Ft-EQk
117,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-01-22 00:00:00.000000,ASMR Whispered Positive Affirmations,People & Blogs,46.06666666666667,911618,13275,561,False,True,https://www.youtube.com/watch?v=RYTAfxpJTV0
118,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-01-16 00:00:00.000000,ASMR Face Touching + Hand movements,People & Blogs,22.15,455199,6112,148,False,True,https://www.youtube.com/watch?v=my-bk-AkOfc
119,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-01-11 00:00:00.000000,"ASMR Haircut Role Play (Scalp Massage, Shaving, Hair Brushing, Hair Inspection, Shampoo...)",People & Blogs,48.766666666666666,4853533,38561,1961,False,True,https://www.youtube.com/watch?v=nJcFALXvLf0
120,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2017-01-02 00:00:00.000000,"ASMR Trigger Words (Sleepy, Stipple, Relax, Tingles, +)",People & Blogs,40.516666666666666,1566070,14732,727,False,True,https://www.youtube.com/watch?v=0lqPXuZoF8M
121,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-29 00:00:00.000000,ASMR Tapping,People & Blogs,36.46666666666667,711408,8035,346,False,True,https://www.youtube.com/watch?v=-EZpHX1gQkU
122,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-25 00:00:00.000000,"ASMR Christmas With Me! (Whispers, Tapping, Plastic sounds, Eating sounds, Song Humming...)",People & Blogs,49.766666666666666,375272,6335,173,False,True,https://www.youtube.com/watch?v=2W0rr9YU6Hc
123,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-22 00:00:00.000000,ASMR Scratching (With Gloves),People & Blogs,46.583333333333336,425192,4861,134,False,True,https://www.youtube.com/watch?v=I8lySxRZZm4
124,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-20 00:00:00.000000,"ASMR Candy Shop | Wonka's Chocolate Factory Tasting (Crinkling, Scalp Massage, Scratching +)",People & Blogs,33.583333333333336,390459,7193,199,False,True,https://www.youtube.com/watch?v=uB9UCnigxhs
125,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-11 00:00:00.000000,ASMR Mic Brushing,People & Blogs,27.016666666666666,397098,4962,132,False,True,https://www.youtube.com/watch?v=NDyUyV9EPx4
126,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-08 00:00:00.000000,ASMR Glow Livestream 50K Celebration,People & Blogs,20.45,90740,1259,79,False,True,https://www.youtube.com/watch?v=QcbUyVjCRn8
127,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-06 00:00:00.000000,ASMR Kissing Sounds + Breathing sounds,People & Blogs,20.733333333333334,1336142,12193,678,False,True,https://www.youtube.com/watch?v=FSUkFwEK2Gk
128,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-05 00:00:00.000000,IMPORTANT: Quick Question + Update,People & Blogs,13.533333333333333,77520,2559,74,False,True,https://www.youtube.com/watch?v=X18R8BlyGrE
129,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-04 00:00:00.000000,ASMR Face Brushing + Face Touching,People & Blogs,34.71666666666667,807643,8519,361,False,True,https://www.youtube.com/watch?v=tbMgFb-MOqw
130,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-12-01 00:00:00.000000,"ASMR Star Wars Roleplay - Episode 1: The Lost Rebel (Tapping, Cottons, Plastic Sounds..)",People & Blogs,31.45,387734,7282,172,False,True,https://www.youtube.com/watch?v=tz74WBMxvgU
131,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-28 00:00:00.000000,ASMR Whispered Answering Your Questions!,People & Blogs,37.833333333333336,1263994,8687,737,False,True,https://www.youtube.com/watch?v=KZradx7UPPE
132,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-25 00:00:00.000000,ASMR Q&A: Ask Me Your Questions!,People & Blogs,0.9666666666666667,52436,744,25,False,True,https://www.youtube.com/watch?v=ksf_GTKVj-8
133,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-24 00:00:00.000000,ASMR Unboxing Blue Yeti/New Microphone,People & Blogs,24.5,117317,1796,89,False,True,https://www.youtube.com/watch?v=H6J2xE-DiLk
134,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-22 00:00:00.000000,ASMR Unintelligible/Inaudible Whispering + Hand movements,People & Blogs,26.916666666666668,1207538,10389,549,False,True,https://www.youtube.com/watch?v=tehZFLoVHYM
135,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-18 00:00:00.000000,"ASMR Fixing You Whispered Roleplay (Gloves sounds, Face Brushing, Scratching sounds and +)",People & Blogs,44.81666666666667,5470642,38706,2750,False,True,https://www.youtube.com/watch?v=mm6-oVEsvi4
136,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-14 00:00:00.000000,ASMR Whispered Hair Brushing + Countdown,People & Blogs,23.916666666666668,177405,2197,63,False,True,https://www.youtube.com/watch?v=1pnTn3ZB1PU
137,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-12 00:00:00.000000,"ASMR French + 5 Triggers (Latex gloves, Mic brushing, Plastic on mic, tweezers...) | ASMR Français",People & Blogs,29.05,396504,6564,113,False,True,https://www.youtube.com/watch?v=Drbynz8beSM
138,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-09 00:00:00.000000,"ASMR Mouth Sounds (+ Kisses, Sk, Tk, Mouth Clicking, Breathing)",People & Blogs,15.15,711785,6802,281,False,True,https://www.youtube.com/watch?v=BgRF1_Pb5os
139,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-07 00:00:00.000000,ASMR Whisper ramble,People & Blogs,18.766666666666666,207396,2418,69,False,True,https://www.youtube.com/watch?v=FkDGp6mq0QA
140,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-05 00:00:00.000000,ASMR Whispered Tapping,People & Blogs,20.4,237802,2940,90,False,True,https://www.youtube.com/watch?v=pwiAjiFu67I
141,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-11-03 00:00:00.000000,"ASMR Lotion sounds (Hands, Arms)",People & Blogs,19.733333333333334,527966,5182,228,False,True,https://www.youtube.com/watch?v=Vx76hlSmMO4
142,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-10-29 00:00:00.000000,ASMR Halloween: My Ghost Stories!!!!!,People & Blogs,32.53333333333333,88608,1650,46,False,True,https://www.youtube.com/watch?v=9Jk7EdbnnHg
143,ASMR Glow,2018-12-18 03:53:58.522278,asmr glow asmr,2016-10-24 00:00:00.000000,639308,103912713,2016-10-26 00:00:00.000000,"ASMR Getting Ready For Bed (Lotion Sounds, Hair Brushing, Cottons, Tapping...)",People & Blogs,25.55,431069,5228,131,False,True,https://www.youtube.com/watch?v=aS4pa9XV7yA
